"word","freq"
"these are the",56
"to everyone who",56
"to the ground",56
"to the right",56
"to wake up",56
"try to get",56
"wants to be",56
"was just a",56
"was the only",56
"with the new",56
"you have no",56
"you like it",56
"3 p m",55
"a good one",55
"” she said",55
"and now i",55
"back to work",55
"be willing to",55
"but i did",55
"but you can",55
"can make it",55
"come out of",55
"earlier in the",55
"earlier this year",55
"even if the",55
"follow me i",55
"for a week",55
"for the second",55
"found out that",55
"have been the",55
"have time to",55
"have to wait",55
"he had been",55
"he would have",55
"i'm not going",55
"i could get",55
"i grew up",55
"i had my",55
"i hope that",55
"i see you",55
"i think he",55
"i thought you",55
"if you get",55
"if you would",55
"in on the",55
"in the summer",55
"in the uk",55
"it's not a",55
"it or not",55
"it was my",55
"last year the",55
"learn how to",55
"me if i",55
"most of us",55
"of all time",55
"of new york",55
"on my own",55
"out there and",55
"point of view",55
"some of his",55
"than a year",55
"the edge of",55
"the first thing",55
"the help of",55
"the living room",55
"the love of",55
"the supreme court",55
"this is just",55
"to go home",55
"to learn more",55
"to say about",55
"trip to the",55
"trying to be",55
"wanted to do",55
"we are in",55
"what we have",55
"where you can",55
"which is why",55
"why do you",55
"you are in",55
"you on the",55
"a friend of",54
"all of these",54
"an interview with",54
"can be used",54
"couple of days",54
"don't know why",54
"going to give",54
"have not been",54
"i just love",54
"i look at",54
"i was the",54
"i wonder how",54
"in the office",54
"it turns out",54
"join us for",54
"likely to be",54
"live in a",54
"me when i",54
"of more than",54
"of the old",54
"of the two",54
"on the field",54
"see if i",54
"seems like a",54
"so excited for",54
"so happy to",54
"so i was",54
"that there was",54
"the good news",54
"the next two",54
"think it is",54
"to get me",54
"to give it",54
"to make an",54
"to show you",54
"trying to figure",54
"u s attorney",54
"view of the",54
"was a very",54
"was not a",54
"we can get",54
"what are your",54
"with me and",54
"you never know",54
"you will have",54
"2 p m",53
"a lack of",53
"about it and",53
"all the other",53
"and see what",53
"and you have",53
"are able to",53
"are looking for",53
"but i just",53
"came to the",53
"fact that the",53
